Id,Sentence
6008,"시즌1의 각각의 우정, 추억, 감동, 재미, 소개, 마치 모든 것을 갖춘 한정식이라면, 시즌2는 이렇게 섞어 먹지 못한 개밥 같달까."
6009,피곤한 인생..
6010,무지개회원님덕분에 완전재미있게보는프로ㅋ
6011,여자아이들은 청순하고 정말 아름답군요. 79년도의 깨끗한 자연을 대변하는 듯한 느낌
6012,전반적으로 지루하고 힐링이 되지 않는다
6013,ㅋ
6014,정말 쑥스러워서 포화속을 보다가 김혜성 귀여워 보여서 이 영화를 봤는데 정말 이 영화 별로야♪ 내가 점수 올리는데 이 영화는 1점 조차 아쉬울까?
6015,주먹으로 돌을 부수고 경공에 화려한 검술을 보여줄 때는 언제든지 서양 아이와 경쟁할 때는 그냥 범인이 되지 마라 ㅋㅋㅋ 참깨들은 알아줘야해 ㅋ
6016,최고 !!
6017,영화사상 드물게 보는 걸작이야...
6018,나루토가ちゃん
6019,"(영화관에서 봐주세요. 8-8 꼭 DVD는 이번에도 나오지 않겠죠?)네, 압니다.괜찮아 8-8 보시는 분들을 위해 스포는 삼가주세요. 영화관에서 꼭 보세요."
6020,이 영화를 보고 공포에 질려 바닥을 보면서 걸었다. 머리속에서 계속 생각이나...
6021,기독교인이 아니라도 충분히 감동할 수 있는 영화!
6022,재미있네요~
6023,"와, 뭔가... 전율이 이는 영화였다. 10점짜리 영화가 아닌데도 10점짜리 영화"
6024,이런 영화 정말 싫어;;
6025,너무 즐거웠어요.〈제르미 완전 졸귀〉♥
6026,이런 상황에서도 사과문 하나 올리지 않는 게 무슨 상징인지 정말...
6027,아 맞다. 이게 2006년 7월 7일에 개봉한 코미디 영화였나?네이버 영화 개봉 정말
6028,--
6029,네이버 평점을 믿을 수가 없어.
6030,허접
6031,김주혁 연기 너무 좋아
6032,유준상과 성유리 또 만나고싶다.
6033,'다시 봐도 최고'
6034,여주의 발연기 어설픈 전개 한 점도 아쉽다. 숀 패리스가 이렇게 될 줄이야...
6035,좋아. 여전히 좋아. 쿠쿠후쿠
6036,재밌어요. 연기는 공포는 포스터가 무서워.
6037,꽤 볼만한 영화네요. ...그냥 사뿐히 이야기에 빠져드는군요. 예상외로 부자유
6038,정말 짜증나는 드라마다. 당초 기획의도와 동떨어진 내용인 만큼 어이없는 스토리 전개는 정말 최악의 드라마다.
6039,sheo****쓰레기의 결말을 여기에 왜 적어 놓나? 뇌가 없는가 아니면 근저가 사악한 놈인가
6040,원작붕괴;;;;
6041,19년전의 영화인데 너무 감동적이고 슬프네요.. 지금도 기억에 남는 명작입니다.
6042,2001년이후로 잠수했었지
6043,우와..
6044,"와 진자야 내가 살면서 아오진자 뭐야? 10점 준 사람 뭐야 아르바이트 했어.김규리 연기 왜 이래?스토리 어떻게 된 거야? 아 맞다.진자야 참고 해보고 싶었는데, 평점 0점은 왜 안되는거야//? 마이너스 없음?/"
6045,이거 영화입니까?
6046,최악이다.. 애니메이션중 이렇게 재미없고 지루한건 처음이다.
6047,타락한 사회에 적응하는 순수한 두 영혼의 로드무비
6048,스릴러가 없는 스릴러 영화
6049,"아, 이런 영화 좋다.레일이 무서워 보여"
6050,"고요함 속에 흐르는 재미, 이 영화는 숨은 명작이다.여주인공도 예쁘고 모건 프리먼 연기도 대단해"
6051,ㅋ
6052,재미있다
6053,지금 봐도 재밌어.
6054,이런 평점도 있구나.
6055,너무 재미없었어요.
6056,틈만 나면 복근을 홍보하는 제이콥.
6057,음.
6058,잼 없음
6059,명작
6060,소재는 좋은데 다 보고는 너무 서먹하다.
6061,표현하려는 주제는 너무 좋은데 영화가 이상한 영화.
6062,"전혀 닮은 데가 없는 개미와 스테파니가 섹스로 서로의 공백을 메워 가는데, 서로 있는 그대로를 인정하며 있는 그대로를 보는 것이 참으로 아름다웠다. 강추"
6063,솔직히 이 영화때문에 슈퍼맨 시리즈가 7년이라는 세월동안 묻혀있었어. 맨 오브 스틸은 미국에서 이미 대박이 났다면서 얼마나 대박이 났냐면 개봉 전부터 제작비의 절반을 버는 정도일까요? 이 영화는 로맨스로만 가기 때문에 고전적인 느낌이 너무 좋았어.. 괴작 또는 망
6064,절대 보지마.-ㅁ-최악이야
6065,서먹서먹해서 화가 나다
6066,진심 이 시리즈에는 답이 없어. 어장 관리 벨라년
6067,굿
6068,분위기만으로는 심심해.
6069,사이먼 베이커에게 홀려 봤는데 한국 정서에 맞지 않는 유머코드 뻔한 결말친구로 나오는 안경 쓴 남자는 극 전개에 꼭 필요했을까.
6070,박용린 다신 드라마에 캐스팅하지말자~ 걸어가는 장면도 발연기할 때부터 알아봤는데~ 정말 민폐다~ 연예인 데뷔한지 몇년이나 됐는데~ 배우 지망생이었으면~ 연습을 좀 했어야지뭐야♪ 리포터만 오랫동안 알아봤는데~ 정말~ 답답하다~
6071,병맛... 사실적인 병맛...
6072,이건 아니겠죠.
6073,최고야.. 정말 극장 나오는데 멋진 소설 한권 읽은 기분이야.. 재미는 물론 감동까지 넘친 영화.. 꼭 보세요!
6074,멋져요
6075,시간 남을때~ 좀 자고 싶은데 잘때가 없을때~ 그외 비쥬~
6076,도대체 작가에게는 개념이 있나요?옷을 입고 당당하게 환불하러 가는걸 배웅하고..아줌마들이 집에서 보고 멀리 배워요?진상따위 배울것이다...이런 상식을 から外아낼것은 다시한번생각해서 방송에 내보내주세요...이런일로 감정노동자가 화를내고있는것입니다.ㅆ
6077,그래서 무슨 얘기를 하자는 거야? 온화하고 아름답지만 이야기가 없다
6078,아이나 어른을 막론하고 부지런한 힐링을 주는 멋진 애니메이션. BGM(배경음악)도 좋아.
6079,소재가 좋네요. 근데 후미가 남는 장면이... 아무리 애니메이션이라고해도 아저씨가 돌아가셨습니다. 나는 왜 그 장면이 시체방조죄처럼 보일까? 웃기려고 쇼까지 하면서... 내가 너무 현실에 집착해서 그런가? ㅋㅋㅋ나름대로 방조죄로 평점은 깍아주고..
6080,완전 웃겨.
6081,부끄러워서 못보겠다....갑자기 불러서 이상한 냄새
6082,내가 알 게 뭐냐
6083,증조부가 아버지 역을... 미스캐스팅 내용도 허접
6084,OOO도 풍년이다.
6085,이걸 영화라고 만들었나?에휴
6086,이 멋진 배우로 이런 영화를 만드는 것도 보통이 아니네. 감독님.. 반성합시다.
6087,지금까지 시끄러운 영화에 많이 오염된 나를 반성하게 해 준 아름다운 영화
6088,과소
6089,다시 보니 별로다
6090,ㅋ
6091,유치한 것 같고 재기발랄한 이런 영화 또 나오지 않을까?
6092,장덕언니 젊은 나이에 돌아가시다니 슬프다.영화도 이렇게 좋아하는데...
6093,재미없어
6094,재미있네..
6095,역시 모르는 사람은 도와서는 안된다는 교훈을 얻고 갑니다.
6096,재미있습니다.
6097,재미없어..
6098,"나의 성장일기와 비슷한 내용이다. 중학교 때 동네 사총사, 수다쟁이, 30여 년이 지나도 모이면... 그때그때로 되돌아온다."
6099,김혜수의 풍성하고 탐나는 젖가슴을 볼 수 있는 것만으로도 굳이 주저 없이 평점 10점 만점을 영원히 주고 싶다...(웃음)
6100,역시 정초신!
6101,한 8점의 영화 같지만 평점이 낮아 10점을 준다.
6102,와 이런 것도 있었구나.
6103,옛날에 어렸을 때 봤던 핑개의 물개같은 느낌? 아이들이 보기에는 폭력적인 요소가 많다
6104,솔직히 지루하고 재미없다 최민수 잘나가겠다.
6105,많이 웃었습니다.
6106,더러운 코미디 도저히 나는 웃을 수가 없었다. 오히려 거부감 작렬!! 결혼의 현실성을 표현할 때 대체로 3점이 다른 것은 전혀 다르다.
6107,마지막 장면은 정말 명장면
6108,내가 본 영화 중에 가장 최악인 영화
6109,시대를 뛰어넘다
6110,혼자가 아닌 두사람이니까 크네
6111,이상한 환상 속의 감독
6112,평가는 의미가 없으면 좋은 영화입니다. 잘 봤습니다
6113,성동일 씨 가족 이야기를 하면서 웃음을 준비하면서 재미있는 이야기를 꺼내려고 유도하는 게 뭐야?
6114,준형이 형 완존 멋있어요. #영수 형 노래 짱! @하늘 오빠 face 굿!! 몬스터 차샘!
6115,처음에는 별로였지만 지금은 진짜 대박이다.
6116,두 번 다시 보고 싶지 않은 영화
6117,힐링
6118,빨간 거 입에 거품을 내세요.
6119,잠나네
6120,미칠것 같다
6121,엉덩이로 만든 영화 40주년 기념작이라는 제목이 아깝다. 핼리베리 짱 덕분에 그나마.
6122,아니... 무슨 총격전이라든지... 21세기 영화인가? 목각 인형의 엉덩이를 들여다보고 있다고 생각한 보자!눈 앞에 있는 한국 해병대의 보트에 100여발 쏘는 것 같지만 1발도 쓸 수 없고.... 일단 봐라! 봐라!시간이다
6123,신선하고 유쾌하게 재미있네요.
6124,그냥 막찬미드...어느 부분에서 웃어도 좋고 전개도 엉망진창이었어. 집중도 잘 안된 최근에 본 최악의 영화들..(웃음)
6125,캄프리 시대를 잘 타고났구나. 이런 진부한 소재가 영화도 되고 ㅋ
6126,"현실의 끝이죠. 아직 결혼도 하지않은 사람이지만, 뭔가 크게 공감된다고 할까.. 많은 여성분들이 공감할 수 있지 않을까 생각합니다! 모든 여성에게 추천하고 싶은 영화!"
6127,멍청한 주인공들 때문에 짜증이 난다.
6128,좋노잼을 보지 말고 셈 초반에 사전 준비를 하고 중반에 내용 없음 끝낼 때 하고 싶은 말을 하고 끝낸다.
6129,역시 기타노!
6130,누가 불법 시위하라고?
6131,유치원다니는 애들도 유치하다고 싫어하나봐...
6132,외국에서 나오는 막 아만다와 벤 너무 귀여워서.솔직히 배우들의 연기가 너무 아깝다.
6133,지루했다. 이야기가 복잡해서 끝말잇기가 진짜다
6134,산드라블록이 여기 나와서 슬프다.
6135,다시는 경찰을 무시하지 마라
6136,미안해. 공포영화를 너무 좋아하는데 재미가 없었어.
6137,영화 다 본 느낌=돈 아깝다
6138,"소박하고 담백하고 순수한 영화! 그들의 인생은 정말 아름답지만, 얼굴이 환한 비구니들로부터 마음 깊은 곳의 슬픔과 고독이 느껴져 가슴이 아프다."
6139,공포영화나 액션영화나 여주인공이 쇠파이프를 들고 유령을 관광하잖아.
6140,마지막 5분 소름 돋았어.
6141,무엇을 상상하든 그 이상의 잔혹함과 사이코패스...
6142,고약한 인간의 본성을 여실히 보여주었다.하지만 과장된 연출이 마이너스 요소다.
6143,허풍쟁이 집결호 같은 감독이 만든 영화라고 믿기지 않을 뿐 여주인공 황신혜를 닮았다.
6144,시대가 어떤 시대인데 이런 쓰레기 액션 영화를 쳐서 만드는지 야쿠자가 심장을 구하려고 한국에 쳐오는건 아닌가.. 주인공 둘은 얼굴이 완전히 개거지보다 못한 게 아닐까.액션은 초딩 애들 데리고 찍어도 더 잘 찍네18...이상하게 연기할 수 없네
6145,사상최고의 영화 (웃음)
6146,그림도 지루하고...내용도 지루하고...어른..어릴것 없이 하품하다가 중간에 나온건 처음입니다.
6147,베스트드라마☆
6148,그러나 철저히 계획된 대통령 암살 시도는 한 여성의 죽창과 한 남자의 총격으로 끝났다.
6149,나 이거 솔직히 평점보고 기대안했는데 재밌었어~ ;;좀 어설픈 부분이 있긴 한데.. 전체적인 구성은 괜찮았는데?? 평점이 너무 낮게 평가되어 있어서 10점 주고
6150,완전감동 아무리봐도 감동
6151,보면서 기분나빠진 저급공포영화...기본에 충실하고 자극적이고 잔인한 것은 좋지만 진부하고 더러움
6152,쓰레기광대 재기의 장소~~그렇지만...
6153,킬링타임용으로 최고
6154,평점이 너무 낮네요. 괜찮아
6155,어쩌자고.. 이거 성장영화야? 영화 소개란. 아이슬란드를 아일랜드로 표기해 놓았다.
6156,액션이 되지 않으니 조연으로 물러날 수밖에 없어요.
6157,추억의 걸작
6158,왜 이제 봤지?
6159,배우가 아깝다
6160,정말 정말 재밌어요.♥♥
6161,"그래, 다들 그렇게 하자 결말... 뭐지? #마지막 다섯 명이 영화 한편을 엉망으로 만들었다. 그렇게밖에 표현하지 못해? ㅉㅉㅉ"
6162,이 인간들은 어떻게 된 것이 세월이 흘러도 발전이 없다.
6163,CG 진짜 초어색... 컨트롤 C 컨트롤 V한 것도 아니고 설정도 어색하고...이런 삼류 영화를 좋아하시는 분만 보시길...
6164,소재는 좋았다. 스토리 전개가 전혀 안돼.
6165,굿도
6166,"아니, 초나 웃긴 놈이 고어 영화 찾았는데 넌더리가 난다고 하면 어쩌자는 거야 TV에서 해주는 거 본 적도 없고 어떻게 봤어? 1점 준 건 이해하지만 역겹다고 00하는 건 좀 어이없지 않아?"
6167,perfect
6168,재미있다
6169,내 인생의 영화 한 편. 생애와 나에 대해 생각하게 한다.
6170,13살이었어?
6171,공상 과학 영화는 큰 변화를 가져온 영화
6172,이것이야말로 명예훼손으로 역사를 왜곡하는 진정한 쓰레기 일본과 다를 바 없다.0점이나 아까움
6173,"평점이라니, 정말이지....부끄럽다... 지난 주말 단편드라마만도 못한... 멜로드라마도 좋아하는데 평점에 속아서 완전끝까지 기대하고 푹~ 오우"
6174,초반에만 해도 좋다. 결말은 허무하다.
6175,딸 도깨비 나오고 아빠 놀리는 삼류 공포물... 아버지의 주인공은 너무 놀라서 심장마비로 급사
6176,몇번인가 울었던 영화...♡
6177,설사 같은 영화
6178,굿도
6179,.
6180,기대 이하의 액션과 전개
6181,"사랑이 특권이라고 생각하지만, 반대로 사랑은 희생이야."
6182,봐버렸어. 전편을 다 보고 나면 식상하는 스토리.
6183,.
6184,소설의 원작의 분위기나 여러 부분이 좋아서 볼 만한 일본 영화입니다.
6185,정말 재미있었어요. 최고입니다!
6186,가짜 말로 개 사단 거만하고 제작비 아끼려다 망할 줄 몰랐나
6187,"결론은 없음, 그냥 이야기.."
6188,1999년 알아? 1909년도
6189,이런 쓰레기 영화는 보지 않는 편이 좋다.
6190,내 인생 최악의 영화 그냥 쓰레기
6191,시청한 것을 기억하다
6192,재미있었는데 왜 별점인지 모르겠다
6193,불필요한 장면이 너무 많아.... 게다가 갑자기 나오는 귀신은 덤... 공포 영화라고 해서 무턱대고 '갑자기'만 등장시켜 깜짝 놀라게 하는 게 감독님 취향인가 봄... 아무튼 보는 동안 계속 기분이 더러워져 영화였다. 내용집중하고싶은데 갑자기 놀래키는것만 생각하고있다 --
6194,"아, 토모키이카로스인데 왜 햇빛이 나타나서 조금 화가나! 그래도 이카로스!! 기대할게!!"
6195,이게 영국식 유머인가.진짜 웃기다! 폭소
6196,0점 없나요?
6197,소름이 끼치다
6198,진짜 웃기다.
6199,네이버에 장르가 코미디라고 써있어서 너무 놀랐어.근데 SF라고 써있는거 보고 두 번 놀랐어
6200,뭐야 이거--코난 보고 만든건가
6201,스컹크의 파란만장 성장기!! 영국식 더 헌트 같지만 더 재미있고 밝다. Team-ross 분량이 너무 적어...오스왈드들 나쁜 X들 ㅋㅋㅋ
6202,두 코리 환상의 콤비
6203,사랑과 전쟁의 영화 버전... 이런 황당한 영화 조범
6204,"유치한 찬란, 환장하는구나..."
6205,주말 명화로 봤는데 정말 최고야!
6206,이창동영화는 다좋아해 한석규 굿
6207,내용이 좋네요.
6208,스릴있어! 마지막에는 기분 좋았어.
6209,사이코패스 여자 혼자 칙석서 해줘.
6210,할 말이 없다
6211,그냥 한 점대로 가고 싶어.
6212,중간부터 이상했고...예상하고 있었고...너무해.
6213,つまんない+?ㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠㅠ
6214,재밌는데 좀 아쉽다
6215,내 돈..
6216,1편은 감독의 힘이 크고 감독이 바뀌어 모든 면에서 허술함.
6217,영화 만들고 마지막에 귀찮아서 그대로 마무리한 듯한 작품...
6218,아직도 해요?
6219,새로운 MC에 김현주 씨를 추천합니다 ^^
6220,평점 관리용... 난 너무 웃겼어
6221,주인공들이 너무 멋져요 재미있어요~굳이 bb
6222,67년 영화라는 것을 고려해서 보는 중인데 아무래도 스토리가... 이해가 안가...
6223,67년 작품 대단하네 전투기와 차가 잘리는걸 보고 기가 막힐뻔했어
6224,야구팬입니다. 매우 감동했습니다.^^
6225,개막장
6226,화이트가 링과 봉화동의 귀신을 섞은 듯한 기분이... 그다지 무섭지 않았고... 재밌더라
6227,"OO야, 이런거 대단하다고 재개봉하나? --;"
6228,순정 매일 보는데~진짜 짱짱! 재밌네.
6229,영미와 김영철 엄태웅 최민수의 연기를 따라잡지 못하는 이야기.
6230,"아, 대체 무슨 내용이야?"
6231,근데 그 커피숍 주인이 무슨 죄가 그리 많아서 어쨌든 김기덕 감독과 동시대에 살고 있다는 것 자체가 감사할 따름이다!
6232,옴니버스 말고 억지로 다작.
6233,이거 보자
6234,나는 10점 주고 싶다. 여자가 저렇게 멋져도 될까요?액션의 여왕이다. 2번 봤는데 또 보고싶다.
6235,평점이 없어...
6236,좋네요
6237,맛이 없다
6238,"착하지 않은 삶을 사는 사람, 아버지의 죽어가는 상황의 대역이 된 뒤 자신을 바라보며 흐르는 것은 눈물뿐이었다."
6239,이 영화가 56년도에 만들어진 한국 영화라니 요즘 한국 고전에 푹 빠져 있다 그 시대의 생활상을 볼 수 있는 좋은 기회
6240,영화 속 박신혜가 인상 깊다.
6241,이거는 에로도 확실한데 왜 웃긴지 모르겠어
6242,열 점
6243,역시 류덕환.볼 만하다.
6244,멋쟁이
6245,4점은 있는데 점수가 너무 높네.솔직히 안 보는 게 낫다.
6246,유익하고 재미있어요 ㅋㅋ
6247,사랑과 욕망이 파멸로 치닫는다... 정말 불쌍한 캐릭터 강영걸.
6248,기대된다
6249,한두 편 다 재미없다.
6250,추천
6251,쓰레기
6252,이 영화에서 동치들 열광적인 팬들 대거 발생
6253,특이한 소재를 살리지 못한 작품
6254,bad
6255,일본의 여배우와 잘하면 좋았을텐데... 저 망할 일본 순경이 안 온다고만 하지 않았더라면...
6256,'0점 주고 싶다' 시즌1이 더 재밌다.시즌2 쓰레기
6257,판타스틱
6258,감동♡힘들때 보면 더 힘이 된다..
6259,명중오 감독님! @광주에서 정말 많은 것을 배웠습니다. 언젠가 꼭 만나고 싶어요.
6260,so good. 평점 8.0
6261,에이
6262,좋은 작품 덴젤워싱턴 따라오다가 두들겨 맞아서 그런지 더 재미있게 더 봤다. 은행 강도류 중 기억에 남는 작품.
6263,"영화 유통하시는 분, 제목 선정 잘해주세요."
6264,다 죽고 가족만 살아남았나.
6265,정말 오랜만에 재밌었어요. 최고답게
6266,마치 볼일을 보고 뒷수습을 하지 않은 것 같은 결말이 마음에 들지 않는다.
6267,메이저리그 첫 시즌 평균자책 2점대 기원하며
6268,극장에서 보고 후회한 기억밖에 남지 않는다.
6269,내가 본 괴수영화중에 최고야~ㅋㅋㅋ
6270,긴장감 없이 지금까지 본 좀비 영화 중 최악
6271,팬이라 점수 10점 영화질은 7점♡
6272,그런 부부의 최근 힐링 이야기.. 흔해빠졌어.
6273,인생 최고의 영화
6274,"노래 한 소절, 아니 간주만 들어도 눈시울이 붉어진다."
6275,"아, 맞다. 우레메 보는 줄 알았어."
6276,소설 대사를 그대로 각색한 것은 훌륭했지만 지나친 연극적 연출은 몰입을 방해했다.
6277,최고
6278,단지 망작일 뿐이야 이것은
6279,코렐라인 보고나서 잼없음
6280,에기
6281,문메이슨이랑 장근석오빠 너무 잘어울려요><
6282,hhh
6283,별로에요
6284,여운이 남는 드라마
6285,지금까지 본 드라마중에서 최고... 여운도 남고 내용도 ost도 모두 좋았던 드라마.. 상어 안녕
6286,한국에서 리메이크 해도 재밌을 것 같아?
6287,모두 최고
6288,나의 1시간 반 보상
6289,예상외로 걱정 없음
6290,원래는 제시카 때문에 보기 시작한 드라마였지만 별 관심도 없던 주연배우들에게 홀려 남의 나이 공을 볼 때 혼자 난로를 본방사수하던 참 재미있는 드라마였다.
6291,티미의 수호천사가 생각나는 것은 나뿐인가?
6292,매직포스 짱짱맨!! 트레저 포스가 뭐야?
6293,너무 재밌게 보고 있어요
6294,최악
6295,왜 점이... 내 점수는... 최소 8.8! 사랑하고 싶다
6296,정말 최고의 영화가 아닐까 생각합니다.
6297,좀 빨리 끝내라 질리지 않는가?
6298,우연히 네이버에 검색해봤는데 제가 좋아하는 영화의 평점이 낮아서 추천드려요. 많은 것을 느끼게 하는 영화네요.^^
6299,다른 디즈니 공주들과는 다른 벨이 매력적이다
6300,바보상자가 온화해서 좋군요.
6301,어처구니없는 짓이로군
6302,엘렌페이지가 나오는 준호와는 너무 비교
6303,여자들 노 섹시
6304,OOOO아미리스한 영화시간 내내 아깝다
6305,스토리가 있었나? 단지 주인공의 가슴밖에 생각나지 않는다.
6306,전에 봤던 영화인데 아직도 기억에 남는 영화에요.
6307,재미도 없고 천하지도 않고 도대체 뭘 보라는건지..
6308,"연출, 연기 내용 모두 삼류 수준... 보기 전에 평점부터 확인해 봤는데 속았다. 2차대전 관련 영화 초전 관람이라면 시대적 배경에 신기해서 눈여겨보는 것만으로도 하겠지만.. 전쟁영화를 보고 온 마니아에게는 삼류영화.. 후반까지 꾹 참고 삭제"
6309,어떤 말로 표현할까?
6310,이런 저질 영화는 없어져야 합니다.
6311,"너무 깊어. 여론몰이, 마녀사냥... 많은 것을 다루기도 했지만.."
6312,나는 둘 다 재미없었다.
6313,ㅋㅋ
6314,마침 1박 2일이... 출연진만이 웃고 즐기는 예능이 되어버린 것인가! 애청자였던 혼자서 안타까움이...
6315,진짜 웃기다.
6316,톰 크루즈 리즈 시절 ... 물론 연기력은 호프먼이 마츠모토 준의 마츠모토 준
6317,내가 한마디만 할게 OO
6318,"솔직히 이 영화 10점을 준 사람은 이사벨의 생김새 점수 준거다.영화는 0점, 미술관에서 그림을 그리는 것이 더 재미있고 감동적일 것 같아."
6319,하지만 마지막에 교훈은 주니까 점수를 조금만 줘도 되는것
6320,요즘 게스트에게 의지하는 것 같아?
6321,우와~ 최악... 이런 엉뚱한 이야기 전개
6322,ac/dc에 간안드로지스의 아이들보다는 어른의 만화다.
6323,대통령이라는 자리가 감성을 발휘하기 위한 자리는 아닌데 말이죠.w반장을 뽑는 수준 잘했어요. 제 평점은요.
6324,짱짱맨
6325,겁이 없고 지루함
6326,진짜 개별적이고 재미없어.
6327,전설의 전국의 영화관 1인 관람영화네요. 이쪽에서 10점 드리겠습니다
6328,쟈 건 저 탈때 노무현 대통령의 생각 했어. 역시 깨끗하게 정치하면 안돼...
6329,SM은 왜 영화에 대한 욕심을 버리지 못하는가.
6330,이 영화를 개봉한다는 것이 더 무섭다.
6331,"""여왕 교실 진짜 재밌었어요"" #김새론 파이팅!"
6332,진짜 재미없어.그냥 폐지해라
6333,"시나리오는 엉망이었지만 강지환, 윤은혜의 연기를 살렸다. 특히 결말부는 완전히 엉망이었지만 디테일은 잘 드러났다고 본다."
6334,캐릭터를 잘 표현한 매력적인 프롤로우
6335,♥♥♥♥♥
6336,스무살때를 생각나게 하는 영화 13년이 지나고 회사원이 되어서 다시 보면 마음이 슬퍼지는 영화 이상해도 아련합니다.
6337,하하; 평점이 이렇게 낮을줄은 몰랐어난 정말 맘에 들지만;; 슈퍼맨 리턴즈중에 슈퍼맨이 제일 인간적인 슈퍼맨 같아.
6338,이런 영화로 관객 수준을 올리는 사람은 진심 병원에 가보세요.
6339,캐스팅 인정해요. 재미있네요.
6340,"""그 시점"" ""그 바닥""의 이야기를 깊고 담백하게 묘사. 배우의 재주도 좋다"
6341,Yahye라든지 이야기가 될지 아니면 재미있는지 wwww BGM도 정말로 wwww
6342,런던에서 액션영화는 007 빼고 찍으면 안 될 듯
6343,짱..
6344,결국 쓰레기보다 적은 개의 시청 규칙에 밀리는 걸까.응석받이!!! 오랜만에 사람냄새나는 프로 보는구나!!! 했더니!!! 22C도 못봤는데 21C방송을 만들다니... 그러니까 SBS다!!
6345,정말 사랑하는 동안 답답했지만 나름대로 정말 감동적인 드라마 아빠와 아들 그리고 연인의 감동적인 스토리가 너무 좋아
6346,"삭막함, 둔감함, 냉정함, 그리고 묘한 뒤틀림이 주는 의외의 쾌감."
6347,최고였어
6348,고전의 미학
6349,영화제목이 왜 로빈풋인지 모르겠어. 언제나 러닝타임을 걷기만 한다.
6350,최악의 영화. 평점: 다. 알바임.스토리 구성은 배우 연기는 엉망
6351,이정도!
6352,코미디 액션 사회비판까지 이영환 진짜... 저평가된 게 아쉬울 정도다.
6353,내가 뭘 봤지?
6354,내 생애 최고의 영화
6355,1편은 어느 정도 봐줄 만한데... 2편은 이게...
6356,상투적인 대사 지긋지긋한 출장과 삽입
6357,귀신 어디갔어?
6358,재밌네 근데 로완 アト킨슨은 팬이야
6359,앗짱이 마루 긁는 장면이 제일 재미있었어. 공포 아닌 코미디 영화
6360,지루해 죽을 것 같은 영화
6361,"결말, 완전히 허무해요."
6362,우혼
6363,위시리
6364,"쓰레기영화,서툰 영상미와 폼과 강한 영화들뿐..."
6365,결말이 왜 이래?
6366,"히트처럼 명작 팝콘 무비인데 평점 내리는 게 뭐야? 어, 평점 9점 왔다 갔다 하는 영화다. 토막토막남"
6367,많이 봤어...
6368,반전이 좋았는데 평점이 좀 구리네요.
6369,누워서 보고 앉아서 보게 되었다.
6370,"8월 15일 광복절 떠오르는 영화, 어릴적 단체관람에서 보고 울었던 영화"
6371,무엇보다 재미있다.
6372,재미있네요~
6373,"요즘 공포영화보다는 재미있는 작품들, 하지만 진짜 공포영화는 답답한 마음으로 보는 영화라고 생각한다."
6374,웃긴 남자... 오랜만에 드라마 본다. 근데 로맨스가 없어서 너무 짧아서 아쉬워
6375,개인적으로는 할리우드 스타일의 재미있고 전개가 빠른 영화를 좋아하며 처음에는 너무나도 지루했지만 화면처리가 심오하고 깨끗하다.
6376,부끄러운 수준이로군... 고현정의 허벅지를 보여주지 그랬어.
6377,사카이 마사토 최고!
6378,잘생겨서...
6379,부모와 자식의 애증 관계를 분명히 한 드라마
6380,보지마 게잼업서드렉 영화 시간낭비였지
6381,꽤 볼 만한 액션 영화
6382,깡패들이 차를 운전하는 동안 스토리는 산으로 향한다.
6383,"다른 건 다 좋은데 실화라는 걸 좀 생각해 봐.누군가 이런 극한의 고통을 겪고도 남의 아픔에 무감각하다고 칭찬받아도 되겠는가.이른바 지성인이란 게? 응? 그러니까 시리아인의 고통도, 팔레스타인 난민의 고통도, 믹 영화로 소비되고 있는 것이다."
6384,이것은 마치 오뚜기의 3분짜리 요리를 1분만 데워 먹는 듯한 기분의 영화였다.
6385,돈 아까워 쓰레기 영화
6386,엉엉엉 오오 승리 그루핀 니니 니닝 O
6387,전지현의 브래드 서부판 남성 버전
6388,굿!!
6389,일본영화? 진짜? 진짜? 진짜?정말? 000 혼또니 이까이 말하고 또 끌께요~ 안돼 안돼 김치~!!!
6390,바로 여기가 지옥이라서 무심하게 말하는 걸작
6391,다만 미국식 코미디. 호불호가 갈릴 것 같다.
6392,재미있습니다
6393,지독한 지루함
6394,별로네요.정말 실망이다.개젖니
6395,휴
6396,진짜 과장 하나 안보고 머리털 자라서 본 영화 중에 워스트 3에 들어간다--마지막에 주인공이 갑자기 탐크루즈 빙의해서 거꾸로 매달려 전기총 쏘는 거 보고 개 빵 터졌다 정말
6397,위험해!!! 이건 어렸을 때 봤던 것...
6398,이 영화를 돈 내고 본 사람은 화가 날 것이다 IPTV에서도 무료였는데 보면 안돼.
6399,그저 그렇군
6400,역시 기대를 저버리는군...
6401,아~~너무 싸지 않나요??
